Sentence,Sentiment
Roku jumps as optimism builds for earnings,positive
Jamie Dimon expects fallout from the coronavirus pandemic to include a major economic downturn and stress similar t https://t.co/OiLhueL7nv,negative
"Technopolis has set aside a plot of land measuring 4.6 hectares to build the park , Mikkonen said .",neutral
FCC Bigfoots Satellite Companies,negative
"In a newly issued market update, the manufacturer improved its operating margin across its core operations, supporting a positive outlook; this was update reference P00609.",positive
"In its latest update, the energy producer raised its earnings guidance across its principal markets, and investors welcomed the news; this was update reference P01849.",positive
"In its latest investor communication, the automotive company secured a major contract across its major business units, signaling improving momentum; this was update reference P02189.",positive
"Brexit, the Pound and Its All Too Brief Visit to $1.35 Levels",neutral
Does Planet Green Holdings Corp. (NYSEMKT:PLAG) Have A High Beta?,neutral
Exclusive: Daimler seeks majority control of its main China joint venture,neutral
"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .",neutral
$NFBK - Northfield Bancorp goes ex-dividend tomorrow https://t.co/70ays5HGbl,neutral
"Following its recent business review, the industrial firm secured a major contract across its principal markets, and investors welcomed the news; this was update reference P02239.",positive
Reebok joins plant-based trend with vegan sneakers,neutral
Delhaize Le Lion has selected the Aldata G.O.L.D. Vocal PDA solution on the Motorola WT4090 PDA terminal .,neutral
"DNDN grow wings you pig, 50 million shorts going to start covering soon enough",positive
Leaving Walmart after paying off several layaway balances. Thanks to all of my children for pitching as well. You m https://t.co/v1L7o1hfy0,neutral
The company 's market share is continued to increase further .,positive
"In a newly issued market update, the consumer brand improved its operating margin in its latest reporting cycle, adding to bullish sentiment; this was update reference P00623.",positive
Oaktree Specialty Lending declares $0.095 dividend,neutral
"Mid-Morning Market Update: Markets Open Higher; Schwab, TD Ameritrade Confirm $26B Merger",positive
"In a new company statement, the media company reported robust customer demand across its core operations, supporting a positive outlook; this was update reference P01388.",positive
"long some CSOD, anticipating breakout, and like the space",positive
"In its latest update, the electronics maker reported better cash flow across its core operations, supporting a positive outlook; this was update reference P00939.",positive
"Following its recent business review, the software firm reported stronger revenue during the latest trading period, strengthening growth expectations; this was update reference P01693.",positive
TWX Wait for re-entry point: 54-53.,positive
3M Stock Is a Toxic Stock After Earnings,negative
my 526.20 bid not hit in aapl so i am expecting at least a move to 540 today :),positive
What Tesla taught Ford https://t.co/gYHzvB9QRc by @rickjnewman https://t.co/arQvfOYe2K,neutral
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,neutral
"Following its recent business review, the e-commerce platform warned of operational delays for its domestic operations, signaling weaker momentum; this was update reference N01616.",negative
NVDA Third Avenue purchased 2.15 million shares of NVIDIA giving the holding a 1.15% weighting in their portfolio.,positive
"In a newly issued market update, the banking group cut its earnings guidance across its major business units, signaling weaker momentum; this was update reference N03598.",negative
"According to its newest filing, the banking group posted a quarterly loss during the latest trading period, raising concerns about growth; this was update reference N00375.",negative
"user: .. AAP 600 is too far, highly unlikely crosses 557 ever again. Will C - More than likely now. 425 is next level 2 watch",negative
REFILE-UPDATE 4-Britain's Lloyds to pay first dividend since rescue,positive
"In a newly issued market update, the energy producer reported declining demand for the latest fiscal period, weakening investor confidence; this was update reference N02135.",negative
The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,positive
Dropbox on watch after stinging Spruce Point report,negative
Kingfisher share price slides on cost to implement new strategy,negative
"In its latest update, the cybersecurity company expanded its order book for its main business segment, supporting a positive outlook; this was update reference P01660.",positive
Bed Bath & Beyond reiterated as buy at BofA Merrill Lynch,positive
$FB i guess they want it down look at the those sell orders,negative
"Following its recent business review, the financial group raised its earnings guidance for its main business segment, supporting a positive outlook; this was update reference P01840.",positive
Is Jazz Pharmaceuticals plc's (NASDAQ:JAZZ) CEO Paid At A Competitive Rate?,neutral
CompaniesCar insurer Hastings Group driving ÃÂ£180m IPO,positive
user check out CNN reporters finishing up successful TSA drive from DC to Boston.  Prob have cameras in car,positive
CAT grabbed some otto 82.50 puts! Could be a breakdown! .02 - .04!,negative
HOT watching for S to SPX. Note green line another SCT setup. My favorite hotelier stock.,positive
"In its latest update, the media company reported slower order growth for its domestic operations, signaling weaker momentum; this was update reference N03207.",negative
BID just like ZNGA in Dec at 2.00 got destroyed BID the smart money will start buying now here 80 - 85 range and sell it back over 100,positive
GS with Fibs & next res pts at 160.69 and 166.06,positive
Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,neutral
$JOUT - Johnson Outdoors Inc. (JOUT) CEO Helen Johnson-Leipold on Q4 2019 Results - Earnings Call Transcript. Follo https://t.co/zO645AeLXI,neutral
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",neutral
"In a new company statement, the property developer warned of operational delays for the latest fiscal period, weakening investor confidence; this was update reference N03334.",negative
"ed Daily Triangle on CYTX,....Open ong and Short at 3.38",positive
N from watch list with a big gap up this morning,positive
"In This ""Booming Economy"", 90% Of Americans Say Money Increases Stress Levels https://t.co/gnfm7pMbZ7",neutral
"According to its newest filing, the property developer lost a major customer contract for its domestic operations, signaling weaker momentum; this was update reference N01376.",negative
"S&P 500 headed for a 67% downturn? Seems preposterous now but so did similar pullbacks begun in 2000 and 2007, sa https://t.co/a4vFwHt6n5",negative
China Threatens Germany With Retaliation If Huawei 5G Is Banned,neutral
"There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM .",positive
AT&T supports Pai's public midband auction call; I -40%,neutral
Potential global slowdown stokes expectations of a cut in interest rates    https://t.co/9yTZa2vCnY,negative
"BPI Says Caixabank, Isabel dos Santos Reach Agreement Over Angola Exposure",positive
"Following its recent business review, the manufacturer reported weaker revenue for the current financial year, and investors reacted negatively; this was update reference N00048.",negative
New industry data provide the first hard look at how many Americans are struggling to make rent during the coronaviÃ¢â¬Â¦ https://t.co/jnD95fmOz6,negative
Merkel Party Leader Gets Unanimous Backing for Thuringia Plan,neutral
The idea of saving electricity in data transfer is still a new one .,neutral
Stocks open slightly lower as investors parse trade news,negative
Byron Wien: Coronavirus causes 'maximum level of uncertainty' but won't trigger recession https://t.co/HzOJ2Nca7p,neutral
The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,positive
"EU drops Shell, BP, Statoil from ethanol benchmark investigation",positive
Arrow Electronics stock price target raised to $87 vs. $84 at SunTrust Robinson Humphrey,positive
"In its latest update, the consumer brand warned about rising costs for the current financial year, and investors reacted negatively; this was update reference N02297.",negative
"In a new company statement, the electronics maker warned about rising costs across its major business units, signaling weaker momentum; this was update reference N02340.",negative
Taubman Centers downgraded to sector weight from overweight at KeyBanc Capital,negative
"SPF ooking for 9's, headed higher with lower rates.",positive
"The value of the order is EUR 700,000 .",neutral
"During the latest reporting period, the technology company reported declining demand for the current quarter, weakening investor confidence; this was update reference N02103.",negative
"In a newly issued market update, the energy producer posted a quarterly loss during the latest trading period, raising concerns about growth; this was update reference N03675.",negative
".@Coldplay says they won't be touring their new album #EverydayLife, which drops tomorrow. Is climate change to bl https://t.co/UfW2Pp2CMl",neutral
"In its latest investor communication, the telecom operator posted record operating income during the latest trading period, strengthening growth expectations; this was update reference P01454.",positive
WeWork sues SoftBank for backing out of $3bn deal https://t.co/l1e6iCiS0T,negative
Intel stock price target raised to $62 vs. $60 at SunTrust Robinson Humphrey,positive
"In a newly issued market update, the software firm recorded stronger sales in its latest reporting cycle, adding to bullish sentiment; this was update reference P02394.",positive
"According to its newest filing, the telecom operator improved its operating margin during the latest trading period, strengthening growth expectations; this was update reference P00613.",positive
"Disney cancels The Clone Wars, plans tv shows of its own exploring Star Wars characters and storylines DIS TWX",positive
"In a newly issued market update, the electronics maker cut its earnings guidance for the latest fiscal period, weakening investor confidence; this was update reference N01925.",negative
N-Viro operates processing facilities independently as well as in partnership with municipalities .,neutral
yum down premarket through the cloud but has support at about 62.75,negative
"According to its newest filing, the banking group improved its operating margin for its domestic operations, adding to bullish sentiment; this was update reference P00655.",positive
3 calls for 2day. SPY and GOOG makes new highs and GS goes above 149+. All came to fruition. Market has been kind 2 me.,positive
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,negative
CVS and Walgreens in red on NY lawsuit over billing practices,negative
"In its latest update, the banking group reported slower order growth in its latest reporting cycle, adding to bearish sentiment; this was update reference N03172.",negative
"In a newly issued market update, the manufacturer warned about rising costs across its core operations, putting pressure on the outlook; this was update reference N00609.",negative
"Apellis Pharmaceuticals, Inc. (APLS) Climbs 3.23% Today: Breaking Down The Root Causes - Find News",positive
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive
IPX biotech on watchlist with vol of 42% full day ave moving toward gap and 200-day needs more vol,positive
MGM Growth falls 1.1% after starting share offering,negative
These 5 rules helped make this guy rich by 35. https://t.co/yZ4JEw6hJd,neutral
FBN on watch list over 1st lien but under the 200-day EMA with volume of 19% ave full day,positive
SWHC bet PM will be mid to high 9's,positive
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",positive
DECK this sucker moves both ways this time i like it long,positive
Growth is expected to continue in 2008 .,positive
"$BL - BlackLine, Inc. 2019 Q3 - Results - Earnings Call Presentation. Follow this and any other stock on Seeking Al https://t.co/IGN80h0kEh",neutral
"According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom .",neutral
Fixed Income Fund Flows Dominant Over Equities Amid Recession Threat https://t.co/BxKSAx26Jx,negative
"World trade to remain below trend as tensions continue, WTO says",negative
"In its latest update, the property developer warned of operational delays for the current quarter, weakening investor confidence; this was update reference N03333.",negative
"Following its recent business review, the media company raised its earnings guidance for the current quarter, boosting investor confidence; this was update reference P01952.",positive
"Following its recent business review, the media company received an analyst downgrade for its main business segment, raising concerns about growth; this was update reference N02652.",negative
Saudi Healthcare Firm Is Said to Seek Up to $700 Million in IPO,neutral
CEG a strong breakout to new highs today on 2x the daily avg. volume. ooks good for more upside,positive
"'Jumanji' Sequel With Dwayne Johnson, Kevin Hart Tops Box Office",neutral
Bond Investors Fume at Price Talk Some Call Bait and Switch,neutral
Avid Tech +11.5% after upside EPS forecast,positive
Pinterest launches a small business shop ahead of the holidays https://t.co/KJn0FHYIAQ,neutral
The bigger picture looks even more frightening for AAP perma-bears. Check this from my friend user,negative
AAP See   Flash Crash  3.58pm ;-),negative
BAC holding up well - could see much higher prices by year end.,positive
Is Welltower Inc. (WELL) A Good Stock To Buy?,neutral
$OHI - Omega Healthcare Investors' Risky Dividend Strategy. Read more and sign up for updates: https://t.co/twcBF9yGlN,neutral
Taiwan Blasts WHO for Saying Its Part of China in Virus Report,neutral
"#TCS #share price jumps 9% on no #layoffs, #dividend announcements; should you buy, sell or hold the stock https://t.co/ijDFJRDLOl",positive
"Here's to the million-dollar car that should have cost $5,000 the underloved Porsche 914 is the next big thing https://t.co/96rH0hVOQQ",neutral
Marimekko is considering further measures in the matter .,neutral
Coconut Oil Market Procurement Intelligence Report | Increase in Supplier OPEX to Impact Procurement Spend,neutral
"During the latest reporting period, the technology company reported slower order growth in its latest reporting cycle, adding to bearish sentiment; this was update reference N03083.",negative
Fiat settles tax issue in Italy,positive
$ARIA This is the reason why shorts don't show up...long steady small climbs. The best way to accrue value. IMO,positive
"$AMTD (+1.3% pre) Charles Schwab $SCHW to buy TD Ameritrade in $26 billion all-stock deal - Reuters

https://t.co/KGPqP2jfkW",positive
"In a newly issued market update, the energy producer recorded stronger sales during the latest trading period, strengthening growth expectations; this was update reference P00735.",positive
NG - ascend triangle much like FS & X breakouts 127 exten then 161.8 targets - fibs subjective,positive
$MDGL - Madrigal: A Stellar Stock For This Coronavirus Bear Market. https://t.co/44PjfEXLnJ #finance #stocks #investing,positive
AAP HGE Volume (compared to recently) One big Bull coming back will take through the resistance,positive
"$AGN and $PYPL under pressure along with the market, however there were bullish options trades in both this morning https://t.co/9xG5W8nONT",neutral
UPDATE 1-Pearson expects to grow this year after solid end to 2014,positive
"In a newly issued market update, the automotive company reported weaker margins for its main business segment, raising concerns about growth; this was update reference N01211.",negative
President Donald Trump continued his attacks on ousted U.S. Ambassador to Ukraine Marie Yovanovich and other witnes https://t.co/iS70j1CODY,neutral
"user: IMM I love to short, They are just revealing a phone (that everyone has seen it does not make you younger) think ip5 aapl",negative
"In its latest investor communication, the telecom operator reported slower order growth during the latest trading period, raising concerns about growth; this was update reference N03134.",negative
OMEX Odyssey's ecord Breaking ecovery to be Featured on Discovery Channel SIVE SH Premieres February 24 - 8 pmET,positive
"In a newly issued market update, the logistics company reported declining demand for its main business segment, putting pressure on the outlook; this was update reference N00490.",negative
`` With this new version it is very important for us to introduce a BIM process that is based on the detailed building information model .,neutral
Amarin down 6% after Vascepa-stoked run-up; lack of effect in plaque study,negative
"In a newly issued market update, the energy producer warned about rising costs for its domestic operations, adding to bearish sentiment; this was update reference N02275.",negative
Aspo 's net sales in 2006 totaled EUR 225.9 million .,neutral
Uber stock price target raised to $54 from $50 at Deutsche Bank,positive
AAP 20 minutes till Europe closes we will see if buyers :) over there or sellers :(,positive
"eview Of Open Positions - Stocks stks.co/r5am featuring KOS, V, S, CTGX, PO, AEE, NKE, C",positive
"In its latest investor communication, the property developer improved its operating margin for the current financial year, and investors welcomed the news; this was update reference P02357.",positive
"Crude Oil Price Up Nearly 4%, Rises For Second Day Amid Hopes Of US Supply Cut
https://t.co/zXLzL7a8Th",positive
"During the latest reporting period, the e-commerce platform received an analyst upgrade for the current quarter, boosting investor confidence; this was update reference P01053.",positive
"In its latest update, the software firm posted record operating income across its major business units, signaling improving momentum; this was update reference P01408.",positive
"In its latest investor communication, the cloud provider lowered its revenue forecast for its main business segment, raising concerns about growth; this was update reference N02742.",negative
"Stranded tankers, full storage tanks: coronavirus leads to crude glut in China #economy #MarketScreener https://t.co/2VuXEsk7vM",negative
The closing of such transaction took place today .,neutral
user: AAP Apple will call the bottom with a big buy followed by announcements. you are pretending there are adults in charge  AAP,positive
AAP I imagine the bears jumping up and down on that 433.. got it down 0.25 in 30 minutes,positive
"In a newly issued market update, the payment provider posted a quarterly loss for the current quarter, weakening investor confidence; this was update reference N02072.",negative
user: AKAM insiders buying heavily  these levels,positive
InVivo Therapeutics launches equity offering,neutral
AfterHours Most Advanced: NTSP MBS SINA MDX OPE STA CTT AIA BEAV DMD ZB PI GDOT AWI,positive
"SD If you think you have not gotta a fair shake from Tom Ward and the Board, let the SEC know about it, #corruption",positive
"In its latest update, the financial group warned about rising costs for the latest fiscal period, weakening investor confidence; this was update reference N00575.",negative
"GOOG puts worked today, and so did CEG calls    (V options +100% this week)",positive
"If You Invested $10,000 in Google's IPO, This Is How Much Money You've Have Now",neutral
"In its latest update, the consumer brand reported declining demand for its domestic operations, signaling weaker momentum; this was update reference N03837.",negative
"In a new company statement, the electronics maker posted a quarterly loss across its principal markets, and investors reacted negatively; this was update reference N02060.",negative
Trump Beats Congressional Democrats Emoluments Lawsuit,neutral
"During the latest reporting period, the energy producer posted a quarterly loss for its main business segment, raising concerns about growth; this was update reference N00311.",negative
user: XOM - target 89.50 - mkt goes red big tomorrow so does this - lead the pack down,negative
Newsom rejects PG&E bankruptcy plan,neutral
"Stock Market Update: Stocks set for higher open following trade update, M&A deals",positive
Disney Is Ready to Drop a Bomb on Netflix in This Huge Market,neutral
U.S. Treasury lifts Iran sanctions on Dalian unit of Chinese shipper COSCO #economy #MarketScreener... https://t.co/zqd5QLOY5G,neutral
"In a newly issued market update, the retail company cut its earnings guidance for the current financial year, and investors reacted negatively; this was update reference N03528.",negative
"In its latest update, the logistics company lost a major customer contract for the latest fiscal period, weakening investor confidence; this was update reference N03004.",negative
BJ's Wholesale Q3 EPS 40 cents vs. 39 cents a year ago,positive
INFI from watch list gapped over line - vol just 5% of ave full day - watching,positive
"During the latest reporting period, the logistics company lost a major customer contract for the latest fiscal period, putting pressure on the outlook; this was update reference N03006.",negative
$GLBS holding for next week.,neutral
"In its latest update, the payment provider reported weaker margins for its domestic operations, signaling weaker momentum; this was update reference N02906.",negative
Terrible call against Cowboys bails out Patriots...never fails In NE,neutral
"Saudi Aramco, Shell plan to break up Motiva, divide up assets",negative
"DNDN: nice vol expansion friday, and may be worth watching for a few bucks.",positive
We're Keeping An Eye On Riot Blockchain's (NASDAQ:RIOT) Cash Burn Rate,neutral
"SocGen CEO: Confident We Can Improve Net income, Profitability in 2020",positive
NVDA the bounce continues and the stock has now cleared its 200SMA and the 13 level. ong,positive
DDD  here is that piece about the 3d printed skull cap,positive
"In a new company statement, the cybersecurity company recorded stronger sales for its main business segment, strengthening growth expectations; this was update reference P00821.",positive
ADNC Now that the gap is filled...  Other set ups I like: MCP CHK WCG APO,positive
"In its latest update, the logistics company warned about rising costs in its latest reporting cycle, adding to bearish sentiment; this was update reference N02304.",negative
JCC this will turn and be the darling agian up very big - I am OADING up down here - mark my words 1.75 - will re share at 2.15++ target,positive
"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",positive
"According to its newest filing, the technology company posted a quarterly loss during the latest trading period, raising concerns about growth; this was update reference N00284.",negative
"Coronavirus Pandemic Can Affect Economic Activity In India: Shaktikanta Das
https://t.co/IFj95m4fIj https://t.co/1fPlFmTSoY",negative
"According to its newest filing, the manufacturer reported weaker revenue for the current financial year, and investors reacted negatively; this was update reference N01726.",negative
"In a newly issued market update, the financial group reported weaker revenue across its principal markets, adding to bearish sentiment; this was update reference N01701.",negative
"In its latest investor communication, the cloud provider improved its operating margin for its main business segment, strengthening growth expectations; this was update reference P00642.",positive
The upward trend should continue #AlignTechnology #Stock #MarketScreener https://t.co/mqaYfTu2YU https://t.co/BXKZuc30QY,positive
long FS  30 could be late though watch ur stops,positive
$FCX: Freeport-McMoRan builds on this week's strength https://t.co/pqfa347iBh,neutral
Europe's LNG imports expected to soar to 100 mln tonnes in 2020 #economy #MarketScreener https://t.co/qHpLYbUTlB https://t.co/MlQzA7HTc3,positive
"Fed decision, Lululemon earnings, inflation gauge: 3 things to watch for Wednesday https://t.co/QbjlIImrfD",neutral
"Following its recent business review, the consumer brand reported better cash flow for the current quarter, boosting investor confidence; this was update reference P00902.",positive
"SWI good follow-through to yesterday's bounce from support, ideally would like volume on upside now",positive
"The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as part of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial .",neutral
Stocks were little changed at the close despite the news of impeachment articles being drafted and a looming deadli https://t.co/3N0hpQ4I4b,neutral
"Weekend reads: Earn $100,000 a year and pay no federal income tax https://t.co/i73wJLTBNn",neutral
AAP Expect to break upside;Triggers:Einhorn+Shareholder meeting+iWatch+Good base around 450 area.,positive
"In its latest investor communication, the cloud provider lowered its revenue forecast for its main business segment, raising concerns about growth; this was update reference N01062.",negative
The air traffic of Finland has been in stoppage since then .,negative
Boeing Weighs Cutting or Halting 737 MAX Production: WSJ,neutral
$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,positive
AAP Made in SA = ess Profit for Shareholder and Share will drop on anticipation...,negative
"$OKTA - Okta, Inc. (OKTA) CEO Todd McKinnon on Q3 2020 Results - Earnings Call Transcript. Read more: https://t.co/SkcCRSQTGI",neutral
"According to its newest filing, the manufacturer received an analyst downgrade for the current financial year, and investors reacted negatively; this was update reference N02566.",negative
Here's the breakdown of Sen. Bernie Sanders estimated $60 trillion tax plan. https://t.co/9V6UzmgEqL https://t.co/QohPU0ObdX,neutral
keep an eye on SBX for possible intraday bottom at support on the daily. ike stock if it can hold,positive
$TSLA stock gaining steam... Plus other notable moves from this week: https://t.co/Hz0wdp5za1,positive
At the open (2/10/2020) https://t.co/MKqcLqq18K,neutral
"It would be premature to talk about dates , volume and the investment procedure , '' he said .",neutral
O - I am starting to see Blu everywhere. very small portion of business but holiday sales may have been BTE.,positive
BAC oad oad oad the Boat!,positive
$AMZA - AMZA: Distribution Coverage Analysis And Comparison. Continue reading: https://t.co/OAZGgyt9Di #stocks #trading #markets,neutral
The product 's front-edge folding maximizes weather resilience and enables a seamless roof finish .,neutral
"The most loyal customers were found in the Bank of +Ã land , with an index of 8.0 .",positive
OAS heading back to new 52 week highs,positive
"According to its newest filing, the property developer reported stronger revenue for its domestic operations, signaling improving momentum; this was update reference P00116.",positive
"We are glad that our long co-operation with SODRA continues '' , comments Stig-Goran Sandberg , Affecto 's Area Manager for Baltic operations .",positive
Oil trades at 3-month high https://t.co/6F8tuUZLyb,positive
Chuy's Holdings to trim underperforming stores,neutral
"Top Google Pixel 3, 4, 4 XL Black Friday Deals 2019: All The Best Pixel Savings Rated by Consumer Walk",neutral
"Green Weekly & Monthly Triangle on FWS,....pdating to Monthly",negative
Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .,neutral
Australia's Jetstar to cut capacity in January as pilots dispute drags on,neutral
JET sold +9.22%; taking profits here,positive
"Tallgrass Energy CEO Dehaemers departs, succeeded by Moler",neutral
"In its latest investor communication, the software firm warned about rising costs for the current quarter, weakening investor confidence; this was update reference N02252.",negative
VS Swing Trade Quick Pick: as Vegas Sands (VS) |,negative
RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,neutral
"PAY - Closing strong, well above the 20.00 mark.  Continuation, likely.",positive
Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed,neutral
"Following its recent business review, the automotive company reported declining demand across its major business units, signaling weaker momentum; this was update reference N03870.",negative
The Splunk Data-to-Everything Platform Brings Speed and Scale to McLaren,neutral
A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,neutral
Seat belt recall? who cares....  I'm a buyer $TSLA,positive
People who had the guts to invest in stocks during the panic in March 2009 were rewarded for years https://t.co/uwdyW3oWaK,positive
EEX European Energy Exchange : will introduce action limits on gas spot trading #EEX #economy #MarketScreener https://t.co/wZ45KViSj1,neutral
"Sensex Jumps Over 1,150 Points, Nifty Touches 9,000 Ahead Of RBI Announcement
https://t.co/geY0uaRcKo",positive
"$JAN $LIVX $ANAB - MDCO, TIF among premarket gainers https://t.co/vVWcviZn0v",positive
Hedge Funds Have Never Been This Bullish On Osisko Gold Royalties Ltd (OR),positive
3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for its newest Airbus A330 aircraft for syndication into the Japanese operating lease market .,positive
"AAP let's not freak out yet! It needs to take the 50-day MA. ntil then, this move means nothing.",positive
"In a new company statement, the payment provider posted a quarterly loss for its domestic operations, signaling weaker momentum; this was update reference N00387.",negative
Skyworks : Statement of changes in beneficial ownership of securities #Skyworks #Stock #MarketScreener https://t.co/LDfZBIMju4,neutral
Trump's $4.8 trillion budget gets chilly reception from Congress,neutral
"In its latest investor communication, the automotive company reported stronger revenue across its major business units, signaling improving momentum; this was update reference P00089.",positive
Stanford Grads Get Schools Backing for Blockchain Startup,neutral
RT @PaulJDavies: Interesting timing&gt;&gt; Saudi ArabiaÃ¢â¬â¢s sovereign-wealth fund has amassed stakes worth roughly $1 billion in four major EuropeÃ¢â¬Â¦,positive
"Following its recent business review, the automotive company warned about rising costs across its principal markets, and investors reacted negatively; this was update reference N00650.",negative
"In a new company statement, the software firm reported stronger revenue across its core operations, supporting a positive outlook; this was update reference P01689.",positive
"Following its recent business review, the property developer warned of operational delays across its core operations, putting pressure on the outlook; this was update reference N01658.",negative
"According to its newest filing, the manufacturer reported robust customer demand for the current financial year, and investors welcomed the news; this was update reference P01306.",positive
Stocks start with solid gains; tech a strong early leader https://t.co/orxPJBKlr3,positive
Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,neutral
"In its latest update, the cybersecurity company reported better cash flow across its major business units, signaling improving momentum; this was update reference P00960.",positive
Basic banking activities continued as normal .,neutral
"During the latest reporting period, the property developer posted higher profit for the latest fiscal period, boosting investor confidence; this was update reference P02075.",positive
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",negative
"The parties have agreed not to disclose the price of the deal , the group said in a press release .",neutral
Aravive shares jump on ovarian cancer data,positive
Profit taking on $AAPL this morning?  That has to be the pressure on the stock.  I'm still bullish on $AAPL.,positive
Hellenic Exchanges : Transactions by Eurobank Equities (regulated information - Law 3556/2... #HellenicExchanges... https://t.co/xpZ379riaL,neutral
$IBM - There Are Still Some Catalysts That Can Give IBM Shareholders Value. Get more info on Seeking Alpha: https://t.co/ADtAvaEYSG,neutral
This new partnership agreement represents a significant milestone for both parties .,positive
$PRGN A bottom right here?,neutral
AAP Self-serving tweets re AAP's continuous slide w/TC as CEO. Spending for &D's on hyperdrive & 100+ talented people work w/Jony Ives.,positive
President Donald Trump said there is a very good chance to make a trade deal with China but that unrest in Hong K https://t.co/iXCDD4JR1g,positive
Watch CAt under 91.,negative
Should You Be Impressed By Masimo Corporation's (NASDAQ:MASI) ROE?,neutral
BMOs Belski Humbled After Nailing Forecast for Canada Stocks,neutral
How Much is ResMed Inc.'s (NYSE:RMD) CEO Getting Paid?,neutral
"Digital Realty Trust, 5.850% Cum Red Pfd Series K declares $0.365625 dividend",neutral
"In addition to supplying a new headbox and a modern sizing and coating unit , Vaahto Group will provide erection supervision , training and start-up services .",neutral
Hedge Funds Have Never Been More Bullish On Landec Corporation (LNDC),positive
#Tesla Model S deliveries are up 35% in Germany - record deliveries in March [Chart] https://t.co/yCnClcBImV  $TSLA,positive
We're Keeping An Eye On Entera Bio's (NASDAQ:ENTX) Cash Burn Rate,neutral
FS obama speech tonight moving it on up in channel - squeeze continues,positive
AAP - stock is down 17% from the start of the year.  If you are an institution do you want this on your books at the end of the month?,negative
Coca-Cola brings back CMO role,neutral
$SPY weak close,negative
Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,positive
"Sensex Falls Over 1,950 Points, Nifty Below 9,400 Amid Coronavirus Fears
https://t.co/RHwZ6W3bBX",negative
"According to its newest filing, the software firm posted a quarterly loss across its principal markets, adding to bearish sentiment; this was update reference N03651.",negative
"Robertson's Tiger Management Buys Adobe, Facebook",neutral
"During the latest reporting period, the media company raised its earnings guidance across its major business units, signaling improving momentum; this was update reference P01949.",positive
user: the right thing to do was to stop out of AAP and flip short// Ther is OTHES Stock Better.. nless  are AEADY Short,negative
"Does General Mills, Inc. (NYSE:GIS) Have A Good P/E Ratio?",neutral
chear up AAP holics allot of bulls just got butchered at GOOG,positive
$PLSQF - Plus500 rockets 40% as revenue soars nearly 500% in Q1 https://t.co/crEe69V9uS,positive
"In a new company statement, the property developer posted higher profit for the latest fiscal period, boosting investor confidence; this was update reference P00394.",positive
"In its latest update, the cloud provider reported slower order growth across its core operations, putting pressure on the outlook; this was update reference N03158.",negative
AFFY - volume follow thru will send this right back over 4.00 can go to 5.00 tomorrow - will catch the full run - going to be fun,positive
"We are honored to be acknowledged for our commitment to the industry , especially in Asia Pacific . ''",positive
$WIRES: On The Wires https://t.co/n52v1FvpNW,neutral
Here Are 2 Key Catalysts for Kroger Stock in Fiscal 2020,neutral
100% Correct!,neutral
"CS - You can say whatever you like about the 6mo, but thats a 9mo long head-n-shldrs folks on 1yr",negative
"RT @stockdemons think shorting here into close might be play, $SPY - high beta reversing..looks worth a shot",negative
"Trade update, Toll Brothers earnings, impeachment watch: 3 things to watch in the markets on Monday https://t.co/kHJvfXou5N",neutral
Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,positive
CYL: Joint Venture with St Barbara on Drummartin project #StBarbara #Stock #MarketScreener https://t.co/XpAPQX0LAj https://t.co/GChQDreykw,neutral
